dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_mean,SID_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_10_nodes_15_edges_semantics_SF,ABAPC-LLM,2.12847109506838,0.8277969646866219,,,,,,,,,0.7825320000000001,0.10570313577192562,0.5286276666666666,0.08006184964651304,0.6294746666666666,0.08545597932160195,8.293333333333333,1.5284750006671353,33.70666666666667,7.326183898971001,csv,dag,10,15,17,SF,SF,0.4878431372549019,0.08991029415689031,33.70666666666667,7.326183898971001,33.70666666666667,7.326183898971001,1.9827450980392158,0.4309519940571177,1.9827450980392158,0.4309519940571177,1.9827450980392158,0.4309519940571177
dag_10_nodes_15_edges_semantics_SF,ABAPC,2.642528041517362,1.4210790999228067,,,,,,,,,0.6742069333333335,0.1714621334472327,0.4505704,0.11048239296348887,0.5383686333333333,0.12909708609789425,9.600333333333333,2.0780531454424946,40.52666666666667,11.296175581427544,csv,dag,10,15,17,SF,SF,0.5647254901960784,0.12223842032014674,40.52666666666667,11.296175581427544,40.52666666666667,11.296175581427544,2.3839215686274513,0.6644809165545614,2.3839215686274513,0.6644809165545614,2.3839215686274513,0.6644809165545614
dag_10_nodes_15_edges_semantics_random,ABAPC-LLM,6.495154078193009,1.4716574972706917,,,,,,,,,0.8195628333333335,0.12375763895900978,0.4986656666666666,0.11604742415570715,0.6178905,0.12148819355599018,7.526666666666667,1.7432604269298875,28.673333333333332,9.518448491114743,csv,dag,10,15,15,random,LT,0.5017777777777778,0.11621736179532584,28.673333333333332,9.518448491114743,28.673333333333332,9.518448491114743,1.9115555555555555,0.6345632327409828,1.9115555555555555,0.6345632327409828,1.9115555555555555,0.6345632327409828
dag_10_nodes_15_edges_semantics_random,ABAPC,6.718301196051762,1.52396487488657,,,,,,,,,0.6362105333333333,0.1515275553506647,0.39395493333333337,0.12337168715324658,0.48396166666666673,0.13345535255261706,9.150666666666668,1.9223502244615907,38.730666666666664,8.596017218348308,csv,dag,10,15,15,random,LT,0.6100444444444445,0.1281566816307727,38.730666666666664,8.596017218348308,38.730666666666664,8.596017218348308,2.582044444444444,0.5730678145565539,2.582044444444444,0.5730678145565539,2.582044444444444,0.5730678145565539
dag_15_nodes_15_edges_degrees_ER,ABAPC-LLM,1.2934979394543915,0.5439370192540197,,,,,,,,,0.8144467,0.07892416552702466,0.5712913666666667,0.07655069703927204,0.6700219333333334,0.07450374167304247,6.457333333333334,1.1625884015347907,23.238666666666667,5.874501416582009,csv,dag,15,15,15,ER,ER,0.4304888888888889,0.07750589343565271,23.238666666666667,5.874501416582009,23.238666666666667,5.874501416582009,1.5492444444444444,0.39163342777213395,1.5492444444444444,0.39163342777213395,1.5492444444444444,0.39163342777213395
dag_15_nodes_15_edges_degrees_ER,ABAPC,1.299716451242566,0.5035732137277545,,,,,,,,,0.7006322,0.1543404864853374,0.4871988,0.12027231256594005,0.5728559999999999,0.13123178225364993,7.722,1.7996927175356965,29.445999999999998,10.683999289419976,csv,dag,15,15,15,ER,ER,0.5148,0.11997951450237977,29.445999999999998,10.683999289419976,29.445999999999998,10.683999289419976,1.9630666666666665,0.7122666192946651,1.9630666666666665,0.7122666192946651,1.9630666666666665,0.7122666192946651
dag_15_nodes_15_edges_degrees_SF,ABAPC-LLM,1.5788417419046163,0.38228272078515374,,,,,,,,,0.6662819666666667,0.0716999411629929,0.49235460000000003,0.07087759860146368,0.5652716666666666,0.07058637068375065,7.220333333333333,1.0801827026951571,24.599,6.459785252638363,csv,dag,15,15,14,SF,SF,0.5157380952380952,0.07715590733536837,24.599,6.459785252638363,24.599,6.459785252638363,1.7570714285714286,0.46141323233131165,1.7570714285714286,0.46141323233131165,1.7570714285714286,0.46141323233131165
dag_15_nodes_15_edges_degrees_SF,ABAPC,1.6120902101043613,0.40004070844683676,,,,,,,,,0.7542597999999999,0.07606166130428227,0.5564322,0.0764220559561036,0.6393321333333334,0.07532073031282385,6.305999999999999,1.1372020802955696,20.37,7.62756146337419,csv,dag,15,15,14,SF,SF,0.45042857142857134,0.08122872002111212,20.37,7.62756146337419,20.37,7.62756146337419,1.455,0.5448258188124421,1.455,0.5448258188124421,1.455,0.5448258188124421
dag_15_nodes_15_edges_degrees_random,ABAPC-LLM,1.7828130737878383,0.36192568668549174,,,,,,,,,0.780709,0.06912469663364806,0.6810669,0.06738484933036144,0.7266505,0.06340483265758796,4.828,1.1080484775367134,18.828,6.061051299662696,csv,dag,15,15,15,random,LT,0.3218666666666667,0.07386989850244756,18.828,6.061051299662696,18.828,6.061051299662696,1.2551999999999999,0.40407008664417976,1.2551999999999999,0.40407008664417976,1.2551999999999999,0.40407008664417976
dag_15_nodes_15_edges_degrees_random,ABAPC,1.8010408835019915,0.36687890669729034,,,,,,,,,0.7748833999999999,0.07037777055437376,0.6770684999999999,0.06767840568581289,0.7220049000000001,0.06526446864754923,4.884,1.1051567438926608,19.168000000000003,6.153725932891621,csv,dag,15,15,15,random,LT,0.3256,0.07367711625951072,19.168000000000003,6.153725932891621,19.168000000000003,6.153725932891621,1.277866666666667,0.4102483955261081,1.277866666666667,0.4102483955261081,1.277866666666667,0.4102483955261081
dag_15_nodes_15_edges_none_ER,ABAPC-LLM,1.2454103776626289,0.2203338792484105,,,,,,,,,0.8235065999999999,0.07532048420081283,0.6999072,0.06747470007464476,0.7559279333333333,0.0679538443118035,4.541333333333332,1.0751904329560327,22.75266666666667,7.271389871104174,csv,dag,15,15,15,ER,ER,0.3027555555555555,0.07167936219706884,22.75266666666667,7.271389871104174,22.75266666666667,7.271389871104174,1.5168444444444447,0.4847593247402783,1.5168444444444447,0.4847593247402783,1.5168444444444447,0.4847593247402783
dag_15_nodes_15_edges_none_ER,ABAPC,1.257989381942898,0.21795143165439737,,,,,,,,,0.7885373,0.08389608108632284,0.6698651000000001,0.07205877789644072,0.7235949,0.07390614797608695,4.992000000000001,1.1442562864059744,23.43,7.711593445545982,csv,dag,15,15,15,ER,ER,0.33280000000000004,0.07628375242706496,23.43,7.711593445545982,23.43,7.711593445545982,1.562,0.5141062297030655,1.562,0.5141062297030655,1.562,0.5141062297030655
dag_15_nodes_15_edges_none_SF,ABAPC-LLM,6.12259200851433,5.572640583724304,,,,,,,,,0.8479316,0.11456977060360758,0.5472878000000001,0.10210112620638545,0.6632012,0.105697205331348,6.47,1.4442355509163358,17.722,10.546830261809877,csv,dag,15,15,14,SF,SF,0.46214285714285713,0.1031596822083097,17.722,10.546830261809877,17.722,10.546830261809877,1.265857142857143,0.7533450187007055,1.265857142857143,0.7533450187007055,1.265857142857143,0.7533450187007055
dag_15_nodes_15_edges_none_SF,ABAPC,6.184842209313064,5.925765437976994,,,,,,,,,0.8432434,0.10169710676778752,0.5384288,0.08661450478613236,0.6552836000000001,0.08896600882107175,6.593999999999999,1.2184650765849396,18.828,10.008548183162924,csv,dag,15,15,14,SF,SF,0.471,0.08703321975606712,18.828,10.008548183162924,18.828,10.008548183162924,1.3448571428571428,0.7148962987973517,1.3448571428571428,0.7148962987973517,1.3448571428571428,0.7148962987973517
dag_15_nodes_15_edges_none_random,ABAPC-LLM,2.115775906192139,0.23694635950640405,,,,,,,,,0.8141383333333332,0.05294288372458407,0.7133306666666667,0.05428930944235609,0.760192,0.05243591945393528,4.32,0.8066053836281774,36.36,10.43103689056102,csv,dag,15,15,15,random,LT,0.28800000000000003,0.05377369224187849,36.36,10.43103689056102,36.36,10.43103689056102,2.424,0.6954024593707346,2.424,0.6954024593707346,2.424,0.6954024593707346
dag_15_nodes_15_edges_none_random,ABAPC,2.0341566335596144,0.2533264287596141,,,,,,,,,0.7882961999999999,0.051150189932817114,0.6907994,0.05405638833700248,0.7361310999999999,0.05156797421444468,4.658,0.8121752098091712,24.778,8.908589984402923,csv,dag,15,15,15,random,LT,0.3105333333333334,0.054145013987278084,24.778,8.908589984402923,24.778,8.908589984402923,1.6518666666666666,0.5939059989601948,1.6518666666666666,0.5939059989601948,1.6518666666666666,0.5939059989601948
dag_15_nodes_15_edges_semantics_ER,ABAPC-LLM,1.188693924015388,0.25551646661749045,,,,,,,,,0.8492751,0.08187579163966875,0.6276915333333333,0.09975497338566436,0.7199762333333334,0.09210793161205755,5.616666666666667,1.520163047705731,17.251,6.9112928144701655,csv,dag,15,15,15,ER,ER,0.37444444444444447,0.10134420318038208,17.251,6.9112928144701655,17.251,6.9112928144701655,1.1500666666666668,0.46075285429801105,1.1500666666666668,0.46075285429801105,1.1500666666666668,0.46075285429801105
dag_15_nodes_15_edges_semantics_ER,ABAPC,1.2035409047920256,0.2600089920912843,,,,,,,,,0.7659624000000003,0.10665698058921493,0.5708003,0.11499909458121833,0.6527118000000001,0.11318443634337429,6.4700000000000015,1.763721714362639,20.81,7.877512556742303,csv,dag,15,15,15,ER,ER,0.43133333333333346,0.11758144762417592,20.81,7.877512556742303,20.81,7.877512556742303,1.3873333333333333,0.5251675037828202,1.3873333333333333,0.5251675037828202,1.3873333333333333,0.5251675037828202
dag_15_nodes_15_edges_semantics_SF,ABAPC-LLM,1.1917646052036435,0.26901760103014105,,,,,,,,,0.8407024,0.05193323801673158,0.5332833,0.045080724235101045,0.6508349666666667,0.03502235914657393,6.694,0.7607339217973935,12.65,1.3312057855708916,csv,dag,15,15,14,SF,SF,0.47814285714285715,0.05433813727124239,12.65,1.3312057855708916,12.65,1.3312057855708916,0.9035714285714286,0.09508612754077797,0.9035714285714286,0.09508612754077797,0.9035714285714286,0.09508612754077797
dag_15_nodes_15_edges_semantics_SF,ABAPC,1.2213083312287927,0.28136570463902,,,,,,,,,0.8247074666666666,0.09611169849480113,0.5230439,0.0708778503245016,0.6383616999999999,0.07458669136094903,6.8373333333333335,1.1991614606118643,13.592,4.378391125006698,csv,dag,15,15,14,SF,SF,0.4883809523809524,0.08565439004370459,13.592,4.378391125006698,13.592,4.378391125006698,0.9708571428571429,0.31274222321476414,0.9708571428571429,0.31274222321476414,0.9708571428571429,0.31274222321476414
dag_15_nodes_15_edges_semantics_random,ABAPC-LLM,1.9591898121591658,0.4976681082597661,,,,,,,,,0.8593347999999998,0.10396680021967768,0.6978718,0.13135723791948709,0.7675066000000001,0.11789276030826507,4.612,1.983877876425721,34.482,16.43018240548628,csv,dag,15,15,15,random,LT,0.30746666666666667,0.13225852509504807,34.482,16.43018240548628,34.482,16.43018240548628,2.2988,1.0953454936990854,2.2988,1.0953454936990854,2.2988,1.0953454936990854
dag_15_nodes_15_edges_semantics_random,ABAPC,1.9905881893076003,0.5009762605821113,,,,,,,,,0.8393982999999998,0.12450009980985263,0.6856913,0.1450818519108705,0.7525159000000001,0.13727768041637356,4.794666666666667,2.1891026749656923,37.998000000000005,19.463681406084284,csv,dag,15,15,15,random,LT,0.31964444444444445,0.14594017833104617,37.998000000000005,19.463681406084284,37.998000000000005,19.463681406084284,2.5332000000000003,1.2975787604056188,2.5332000000000003,1.2975787604056188,2.5332000000000003,1.2975787604056188
dag_15_nodes_22_edges_degrees_ER,ABAPC-LLM,3.6418190187308936,2.9175263917289582,,,,,,,,,0.8253816,0.06327987614420082,0.4884478,0.03375461645161916,0.6133160666666667,0.041429267080585294,11.347333333333333,0.8210962750923435,72.42399999999999,7.607655292376165,csv,dag,15,22,22,ER,ER,0.5157878787878788,0.03732255795874289,72.42399999999999,7.607655292376165,72.42399999999999,7.607655292376165,3.292,0.3458025132898257,3.292,0.3458025132898257,3.292,0.3458025132898257
dag_15_nodes_22_edges_degrees_ER,ABAPC,3.6902475015167147,2.8978378174696044,,,,,,,,,0.8261154666666666,0.06629714799877119,0.4886006333333333,0.03835027330801334,0.6136282333333333,0.04604932160688851,11.344000000000001,0.8912637210209801,72.53866666666667,7.8973096254185124,csv,dag,15,22,22,ER,ER,0.5156363636363637,0.04051198731913546,72.53866666666667,7.8973096254185124,72.53866666666667,7.8973096254185124,3.2972121212121213,0.3589686193372051,3.2972121212121213,0.3589686193372051,3.2972121212121213,0.3589686193372051
dag_15_nodes_22_edges_degrees_SF,ABAPC-LLM,1.476944517204538,0.39342282437811016,,,,,,,,,0.7689621000000001,0.13204031061627677,0.45728119999999994,0.11948985852090942,0.5697411666666666,0.12608683459636755,7.797999999999999,1.8046979508708791,23.425999999999995,10.42153989953265,csv,dag,15,22,14,SF,SF,0.5569999999999999,0.12890699649077708,23.425999999999995,10.42153989953265,23.425999999999995,10.42153989953265,1.6732857142857138,0.744395707109475,1.6732857142857138,0.744395707109475,1.6732857142857138,0.744395707109475
dag_15_nodes_22_edges_degrees_SF,ABAPC,1.4864528940524906,0.3934980417310309,,,,,,,,,0.7637215,0.1338883018897027,0.4559018,0.12179010182192938,0.5677449,0.13027320602394124,7.777333333333334,1.7618718143637557,23.136,9.810764692666687,csv,dag,15,22,14,SF,SF,0.5555238095238095,0.12584798674026826,23.136,9.810764692666687,23.136,9.810764692666687,1.6525714285714286,0.7007689066190491,1.6525714285714286,0.7007689066190491,1.6525714285714286,0.7007689066190491
dag_15_nodes_22_edges_degrees_random,ABAPC-LLM,7.0282677904237065,1.9354240654076702,,,,,,,,,0.8374958333333333,0.06499617859536924,0.5118231666666666,0.05693648018419566,0.6327025000000001,0.05022041373144135,11.06,1.2780902703756982,73.24666666666666,9.600066137338318,csv,dag,15,22,22,random,LT,0.5027272727272728,0.05809501228980447,73.24666666666666,9.600066137338318,73.24666666666666,9.600066137338318,3.3293939393939387,0.4363666426062872,3.3293939393939387,0.4363666426062872,3.3293939393939387,0.4363666426062872
dag_15_nodes_22_edges_degrees_random,ABAPC,7.252303447714075,2.1652258164294107,,,,,,,,,0.7386906666666665,0.11933150964431367,0.46953500000000004,0.0727165260865766,0.5712491666666666,0.0788612942684928,12.01,1.738718088008853,88.79666666666667,15.90626917579891,csv,dag,15,22,22,random,LT,0.5459090909090909,0.07903264036403877,88.79666666666667,15.90626917579891,88.79666666666667,15.90626917579891,4.036212121212121,0.7230122352635868,4.036212121212121,0.7230122352635868,4.036212121212121,0.7230122352635868
dag_15_nodes_22_edges_none_ER,ABAPC-LLM,7.887752071134746,3.239596637088137,,,,,,,,,0.7452061333333333,0.0797720290407825,0.4955759333333334,0.05515899531938549,0.5946040333333333,0.061891001679558334,11.157333333333332,1.2563857749192726,61.09733333333334,10.139748774768512,csv,dag,15,22,22,ER,ER,0.5071515151515151,0.05710844431451239,61.09733333333334,10.139748774768512,61.09733333333334,10.139748774768512,2.7771515151515156,0.4608976715803869,2.7771515151515156,0.4608976715803869,2.7771515151515156,0.4608976715803869
dag_15_nodes_22_edges_none_ER,ABAPC,8.664133247025312,3.385154176983052,,,,,,,,,0.6867698,0.12537382486868653,0.46166266666666667,0.08772499064763122,0.5513865,0.10058958823088592,11.943333333333335,1.912368739289402,68.69866666666667,17.48969629936412,csv,dag,15,22,22,ER,ER,0.542878787878788,0.08692585178588191,68.69866666666667,17.48969629936412,68.69866666666667,17.48969629936412,3.122666666666667,0.7949861954256418,3.122666666666667,0.7949861954256418,3.122666666666667,0.7949861954256418
dag_15_nodes_22_edges_none_SF,ABAPC-LLM,1.3099507970456035,0.2500337751765403,,,,,,,,,0.7167956000000001,0.053511666062034516,0.5417167,0.03902717814928361,0.616598,0.04176050653575036,6.555999999999999,0.626346712357966,18.696,2.2689528286801184,csv,dag,15,22,14,SF,SF,0.46828571428571425,0.04473905088271186,18.696,2.2689528286801184,18.696,2.2689528286801184,1.3354285714285716,0.16206805919143702,1.3354285714285716,0.16206805919143702,1.3354285714285716,0.16206805919143702
dag_15_nodes_22_edges_none_SF,ABAPC,1.315678418027237,0.25424715162918615,,,,,,,,,0.724922,0.05321421357617356,0.5477179,0.037921690687278624,0.623502,0.04091832826197939,6.472,0.5921389798253206,18.392,2.330265816491802,csv,dag,15,22,14,SF,SF,0.4622857142857143,0.04229564141609433,18.392,2.330265816491802,18.392,2.330265816491802,1.3137142857142856,0.166447558320843,1.3137142857142856,0.166447558320843,1.3137142857142856,0.166447558320843
dag_15_nodes_22_edges_none_random,ABAPC-LLM,13.378236796986311,3.4268003210443787,,,,,,,,,0.7672381666666668,0.07437227609086182,0.5700051666666667,0.08527671585977496,0.6525353333333334,0.07842279060358935,9.54,2.0072318231426918,63.52,13.594826947331518,csv,dag,15,22,22,random,LT,0.4336363636363636,0.09123781014284962,63.52,13.594826947331518,63.52,13.594826947331518,2.887272727272727,0.6179466794241599,2.887272727272727,0.6179466794241599,2.887272727272727,0.6179466794241599
dag_15_nodes_22_edges_none_random,ABAPC,12.847603097846731,3.9123407717025045,,,,,,,,,0.8042668333333335,0.11602159893932038,0.6103674,0.11858016934323119,0.6929863666666667,0.11873481293585593,8.665333333333333,2.7260310620889707,57.03866666666667,17.80164118908544,csv,dag,15,22,22,random,LT,0.3938787878787879,0.12391050282222595,57.03866666666667,17.80164118908544,57.03866666666667,17.80164118908544,2.5926666666666667,0.8091655085947927,2.5926666666666667,0.8091655085947927,2.5926666666666667,0.8091655085947927
dag_15_nodes_22_edges_semantics_ER,ABAPC-LLM,10.729855564357713,5.688564835592259,,,,,,,,,0.7166142333333332,0.07068110968613692,0.5285862,0.07296352915723969,0.6074630666666666,0.07241233393359,10.431333333333335,1.633967112911731,80.15266666666666,15.311855469335915,csv,dag,15,22,22,ER,ER,0.4741515151515152,0.07427123240507869,80.15266666666666,15.311855469335915,80.15266666666666,15.311855469335915,3.6433030303030303,0.6959934304243598,3.6433030303030303,0.6959934304243598,3.6433030303030303,0.6959934304243598
dag_15_nodes_22_edges_semantics_ER,ABAPC,11.433859549881891,6.454136943807281,,,,,,,,,0.7100698,0.12180181539966085,0.5215536333333333,0.120860802013957,0.6000435000000001,0.12502786409538916,10.585999999999999,2.6653490792550447,77.292,20.420306419976033,csv,dag,15,22,22,ER,ER,0.4811818181818181,0.1211522308752293,77.292,20.420306419976033,77.292,20.420306419976033,3.5132727272727275,0.928195746362547,3.5132727272727275,0.928195746362547,3.5132727272727275,0.928195746362547
dag_15_nodes_22_edges_semantics_SF,ABAPC-LLM,3.3048541561421008,1.2718083833492655,,,,,,,,,0.6037960666666666,0.09337107498740634,0.3959462333333334,0.08153929564391296,0.47698496666666673,0.08558020933199018,8.616666666666667,1.19112839277408,29.945999999999994,6.322980761815247,csv,dag,15,22,14,SF,SF,0.6154761904761905,0.08508059948386285,29.945999999999994,6.322980761815247,29.945999999999994,6.322980761815247,2.139,0.45164148298680334,2.139,0.45164148298680334,2.139,0.45164148298680334
dag_15_nodes_22_edges_semantics_SF,ABAPC,3.2867334310524168,1.3059930023027673,,,,,,,,,0.6147004666666667,0.08317484310279523,0.39487539999999993,0.06615227690437157,0.47945029999999994,0.06995126121319277,8.631666666666666,0.9561487967580937,29.492666666666665,5.498444595567145,csv,dag,15,22,14,SF,SF,0.616547619047619,0.06829634262557813,29.492666666666665,5.498444595567145,29.492666666666665,5.498444595567145,2.1066190476190476,0.3927460425405104,2.1066190476190476,0.3927460425405104,2.1066190476190476,0.3927460425405104
dag_15_nodes_22_edges_semantics_random,ABAPC-LLM,10.666087518520653,5.834521460706964,,,,,,,,,0.9290921,0.045563528906553845,0.6100993,0.06764482161885668,0.7345423000000001,0.05698009404661618,8.63,1.501054051427237,52.056000000000004,9.501324504875031,csv,dag,15,22,22,random,LT,0.39227272727272733,0.06822972961032896,52.056000000000004,9.501324504875031,52.056000000000004,9.501324504875031,2.3661818181818184,0.4318783865852287,2.3661818181818184,0.4318783865852287,2.3661818181818184,0.4318783865852287
dag_15_nodes_22_edges_semantics_random,ABAPC,11.020261263037101,6.319814817668802,,,,,,,,,0.7682872666666666,0.1233331182443243,0.4775149666666667,0.09255807534894217,0.5869861333333333,0.10166932075070285,11.554666666666664,2.047339515803503,65.718,12.377179296872885,csv,dag,15,22,22,random,LT,0.5252121212121211,0.0930608870819774,65.718,12.377179296872885,65.718,12.377179296872885,2.9871818181818184,0.5625990589487675,2.9871818181818184,0.5625990589487675,2.9871818181818184,0.5625990589487675
dag_5_nodes_5_edges_degrees_ER,ABAPC-LLM,0.04814474473707373,0.007392188320435343,,,,,,,,,0.724334,0.08432895588112072,0.6480000000000001,0.09527618286018893,0.6810053333333335,0.07909251790282454,1.76,0.4763809143009448,8.518333333333333,2.1364514043559715,csv,dag,5,5,5,ER,ER,0.352,0.09527618286018896,8.518333333333333,2.1364514043559715,8.518333333333333,2.1364514043559715,1.7036666666666664,0.4272902808711943,1.7036666666666664,0.4272902808711943,1.7036666666666664,0.4272902808711943
dag_5_nodes_5_edges_degrees_ER,ABAPC,0.0496086974162608,0.0072708649909765865,,,,,,,,,0.714334,0.10764560781394035,0.64,0.11428571428571428,0.6743378333333334,0.09313108553842675,1.8,0.5714285714285714,8.711666666666668,2.495756602797669,csv,dag,5,5,5,ER,ER,0.36,0.11428571428571428,8.711666666666668,2.495756602797669,8.711666666666668,2.495756602797669,1.7423333333333335,0.4991513205595338,1.7423333333333335,0.4991513205595338,1.7423333333333335,0.4991513205595338
dag_5_nodes_5_edges_degrees_SF,ABAPC-LLM,0.03301727554760869,0.005191743640061489,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,csv,dag,5,5,4,SF,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dag_5_nodes_5_edges_degrees_SF,ABAPC,0.03213686894625421,0.005187365819868713,,,,,,,,,0.5,0.0,0.5,0.0,0.6075,0.0438137290942332,2.0,0.0,10.0,0.0,csv,dag,5,5,4,SF,SF,0.5,0.0,10.0,0.0,10.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0
dag_5_nodes_5_edges_degrees_random,ABAPC-LLM,0.022965716421604113,0.006980430293185163,,,,,,,,,1.0,0.0,0.6000000000000001,1.1214946133455537e-16,0.75,0.0,2.0,0.0,4.0,0.0,csv,dag,5,5,5,random,LT,0.4,0.0,4.0,0.0,4.0,0.0,0.8,0.0,0.8,0.0,0.8,0.0
dag_5_nodes_5_edges_degrees_random,ABAPC,0.023365593701600983,0.00642317181815484,,,,,,,,,0.8333500000000003,2.2429892266911074e-16,0.5,0.0,0.625,0.0,2.5,0.0,6.0,0.0,csv,dag,5,5,5,random,LT,0.5,0.0,6.0,0.0,6.0,0.0,1.2,0.0,1.2,0.0,1.2,0.0
dag_5_nodes_5_edges_none_ER,ABAPC-LLM,0.0531399189215153,0.016968152759292313,,,,,,,,,0.998,0.014142135623730947,0.8959999999999998,0.10093440990088966,0.9413389999999999,0.05727135667066005,0.53,0.5191240660173321,1.56,1.5140161485133452,csv,dag,5,5,5,ER,ER,0.10600000000000001,0.10382481320346641,1.56,1.5140161485133452,1.56,1.5140161485133452,0.312,0.30280322970266904,0.312,0.30280322970266904,0.312,0.30280322970266904
dag_5_nodes_5_edges_none_ER,ABAPC,0.05301014184951778,0.013492628851461852,,,,,,,,,0.8115000000000001,0.14779070280885295,0.736,0.184899310712725,0.771566,0.1570679053200642,1.34,1.0022423838165933,4.64,2.772017610451467,csv,dag,5,5,5,ER,ER,0.268,0.20044847676331864,4.64,2.772017610451467,4.64,2.772017610451467,0.9279999999999999,0.5544035220902934,0.9279999999999999,0.5544035220902934,0.9279999999999999,0.5544035220902934
dag_5_nodes_5_edges_none_SF,ABAPC-LLM,0.08250644426792857,0.03687639919234914,,,,,,,,,0.49111066666666664,0.08751898341272236,0.3608333333333333,0.05093374158400336,0.42446400000000006,0.03339002209508409,2.576666666666666,0.2433002493584182,9.436666666666666,1.1731549416026865,csv,dag,5,5,4,SF,SF,0.6441666666666666,0.06082506233960455,9.436666666666666,1.1731549416026865,9.436666666666666,1.1731549416026865,2.3591666666666664,0.29328873540067163,2.3591666666666664,0.29328873540067163,2.3591666666666664,0.29328873540067163
dag_5_nodes_5_edges_none_SF,ABAPC,0.05105105502530928,0.03743714504648988,,,,,,,,,0.8183490000000002,0.07031047944216962,0.6175,0.09247862411588609,0.7070303333333334,0.06625293761424476,1.53,0.3699144964635443,3.59,0.8372086761058672,csv,dag,5,5,4,SF,SF,0.3825,0.09247862411588607,3.59,0.8372086761058672,3.59,0.8372086761058672,0.8975,0.2093021690264668,0.8975,0.2093021690264668,0.8975,0.2093021690264668
dag_5_nodes_5_edges_none_random,ABAPC-LLM,0.04203056717291471,0.00447878700228367,,,,,,,,,0.893334,0.1051924487279755,0.8959999999999999,0.10093440990088966,0.894546,0.10285099031202015,0.54,0.542481072744215,3.12,3.0280322970266904,csv,dag,5,5,5,random,LT,0.10800000000000001,0.10849621454884299,3.12,3.0280322970266904,3.12,3.0280322970266904,0.624,0.6056064594053381,0.624,0.6056064594053381,0.624,0.6056064594053381
dag_5_nodes_5_edges_none_random,ABAPC,0.043641152586787905,0.00478918073680853,,,,,,,,,0.6976670000000001,0.016496801205082144,0.7000000000000002,2.2429892266911074e-16,0.6987280000000001,0.008994398256692883,1.52,0.14142135623730948,8.3,0.24743582965269673,csv,dag,5,5,5,random,LT,0.304,0.028284271247461894,8.3,0.24743582965269673,8.3,0.24743582965269673,1.6600000000000001,0.04948716593053935,1.6600000000000001,0.04948716593053935,1.6600000000000001,0.04948716593053935
dag_5_nodes_5_edges_semantics_ER,ABAPC-LLM,0.03151192911900576,0.006359652356624534,,,,,,,,,0.7919999999999999,0.0565685424949238,0.7903999999999999,0.06788225099390859,0.7911107999999999,0.0628561359932346,1.048,0.3394112549695428,3.642,1.0040916292848974,csv,dag,5,5,5,ER,ER,0.2096,0.06788225099390856,3.642,1.0040916292848974,3.642,1.0040916292848974,0.7283999999999999,0.20081832585697948,0.7283999999999999,0.20081832585697948,0.7283999999999999,0.20081832585697948
dag_5_nodes_5_edges_semantics_ER,ABAPC,0.03151192911900576,0.006359652356624534,,,,,,,,,0.7919999999999999,0.0565685424949238,0.7903999999999999,0.06788225099390859,0.7911107999999999,0.0628561359932346,1.048,0.3394112549695428,3.642,1.0040916292848974,csv,dag,5,5,5,ER,ER,0.2096,0.06788225099390856,3.642,1.0040916292848974,3.642,1.0040916292848974,0.7283999999999999,0.20081832585697948,0.7283999999999999,0.20081832585697948,0.7283999999999999,0.20081832585697948
dag_5_nodes_5_edges_semantics_SF,ABAPC-LLM,0.02204732639715071,0.003300765178513805,,,,,,,,,0.9940000000000001,0.042426406871192854,0.9975,0.017677669529663688,0.995556,0.03142382535593017,0.03,0.21213203435596426,0.03,0.21213203435596426,csv,dag,5,5,4,SF,SF,0.0075,0.053033008588991064,0.03,0.21213203435596426,0.03,0.21213203435596426,0.0075,0.053033008588991064,0.0075,0.053033008588991064,0.0075,0.053033008588991064
dag_5_nodes_5_edges_semantics_SF,ABAPC,0.023395455107092816,0.0039928860796907325,,,,,,,,,0.7462000000000001,0.026870057685088794,0.7490000000000001,0.0070710678118654805,0.7474447999999999,0.01806799247287866,1.024,0.16970562748477142,4.024,0.16970562748477142,csv,dag,5,5,4,SF,SF,0.256,0.042426406871192854,4.024,0.16970562748477142,4.024,0.16970562748477142,1.006,0.042426406871192854,1.006,0.042426406871192854,1.006,0.042426406871192854
dag_5_nodes_5_edges_semantics_random,ABAPC-LLM,0.04185544518753881,0.005939908256620057,,,,,,,,,0.9614999999999999,0.0730547041327139,0.958,0.0810391691639019,0.9595560000000001,0.07661019583660157,0.21,0.40519584581950957,0.97,1.8361728165521072,csv,dag,5,5,5,random,LT,0.041999999999999996,0.08103916916390191,0.97,1.8361728165521072,0.97,1.8361728165521072,0.194,0.3672345633104214,0.194,0.3672345633104214,0.194,0.3672345633104214
