dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_mean,SID_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_10_nodes_15_edges_semantics_ER,ABAPC,1.2768745044432581,0.2844083982236632,,,,,,,,,0.543672,0.14688632845065697,0.367998,0.11526232279952917,0.437932,0.12807490384895226,9.32,2.1327380121738884,29.5,8.866930076390128,47.96,7.502271764782522,csv,cpdag,10,15,15,ER,ER,0.6213333333333334,0.1421825341449259,47.96,7.502271764782522,3.1973333333333334,0.5001514509855015,1.9666666666666666,0.5911286717593419,3.1973333333333334,0.5001514509855015
dag_10_nodes_15_edges_semantics_SF,ABAPC-LLM,2.12847109506838,0.8277969646866219,,,,,,,,,0.725626,0.11618590804642115,0.49293800000000004,0.10146621663572238,0.5856600000000001,0.10640804835679508,10.12,1.9860739653694592,28.09,5.879478319215272,47.5,8.076799729939514,csv,cpdag,10,15,17,SF,SF,0.5952941176470588,0.11682788031585055,47.5,8.076799729939514,2.7941176470588234,0.47510586646703024,1.6523529411764706,0.3458516658361925,2.7941176470588234,0.47510586646703024
dag_10_nodes_15_edges_semantics_SF,ABAPC,2.642528041517362,1.4210790999228067,,,,,,,,,0.6649522666666666,0.1477269791626944,0.4480792,0.10968942017034333,0.5336949333333333,0.12153622691865822,11.469333333333333,2.7749432794350293,34.39266666666666,10.645112768324259,48.452666666666666,10.756762551510057,csv,cpdag,10,15,17,SF,SF,0.6746666666666666,0.16323195761382525,48.452666666666666,10.756762551510057,2.850156862745098,0.632750738324121,2.023098039215686,0.6261831040190741,2.850156862745098,0.632750738324121
dag_10_nodes_15_edges_semantics_random,ABAPC-LLM,6.495154078193009,1.4716574972706917,,,,,,,,,0.6536043333333333,0.145853697385187,0.401119,0.12418035759839519,0.49541533333333326,0.13543597762214854,8.576666666666668,2.6498641560184693,21.333333333333336,8.799801585064742,44.83666666666667,7.278979925294097,csv,cpdag,10,15,15,random,LT,0.5717777777777778,0.1766576104012313,44.83666666666667,7.278979925294097,2.9891111111111117,0.4852653283529398,1.4222222222222223,0.5866534390043161,2.9891111111111117,0.4852653283529398
dag_10_nodes_15_edges_semantics_random,ABAPC,6.718301196051762,1.52396487488657,,,,,,,,,0.5701459999999999,0.12982486037515528,0.35733999999999994,0.11723821380211404,0.437206,0.1247949868335083,9.5,2.443233053783867,25.76,9.675468664491193,48.02,5.47905101272109,csv,cpdag,10,15,15,random,LT,0.6333333333333333,0.16288220358559113,48.02,5.47905101272109,3.2013333333333334,0.36527006751473934,1.7173333333333334,0.6450312442994128,3.2013333333333334,0.36527006751473934
dag_15_nodes_15_edges_degrees_ER,ABAPC-LLM,1.2934979394543915,0.5439370192540197,,,,,,,,,0.6156232666666667,0.11291122182818986,0.4327210666666667,0.09161139213991924,0.5070907333333333,0.09923580062535445,6.024000000000001,1.741061265741605,17.653333333333332,6.823448965318999,41.221333333333334,10.006154024766305,csv,cpdag,15,15,15,ER,ER,0.40160000000000007,0.11607075104944033,41.221333333333334,10.006154024766305,2.748088888888889,0.6670769349844203,1.1768888888888889,0.4548965976879333,2.748088888888889,0.6670769349844203
dag_15_nodes_15_edges_degrees_ER,ABAPC,1.299716451242566,0.5035732137277545,,,,,,,,,0.5832068,0.12203386675201675,0.4072151999999999,0.10309529966601043,0.4781003999999999,0.1102090002984126,6.568,1.8385264729768604,17.666,5.048241156631704,43.332,9.46851797553668,csv,cpdag,15,15,15,ER,ER,0.4378666666666666,0.1225684315317907,43.332,9.46851797553668,2.8888000000000003,0.6312345317024453,1.1777333333333333,0.3365494104421136,2.8888000000000003,0.6312345317024453
dag_15_nodes_15_edges_degrees_SF,ABAPC-LLM,1.5788417419046163,0.38228272078515374,,,,,,,,,0.7779465666666665,0.0712241691159654,0.5742170000000001,0.07141197819408057,0.6595919333333333,0.06990147503006418,5.3773333333333335,1.3021078324225823,11.549000000000001,5.3755160169959115,27.22,7.7376893666451805,csv,cpdag,15,15,14,SF,SF,0.3840952380952381,0.09300770231589874,27.22,7.7376893666451805,1.9442857142857142,0.5526920976175129,0.8249285714285716,0.38396542978542225,1.9442857142857142,0.5526920976175129
dag_15_nodes_15_edges_degrees_SF,ABAPC,1.6120902101043613,0.40004070844683676,,,,,,,,,0.7797788,0.06891280458133534,0.5748604,0.0709800010339216,0.6607292000000001,0.06893926214178002,5.327999999999999,1.2294083528100757,11.444,5.255479550537938,26.94,7.269533853623601,csv,cpdag,15,15,14,SF,SF,0.3805714285714285,0.08781488234357683,26.94,7.269533853623601,1.9242857142857144,0.5192524181159716,0.8174285714285715,0.3753913964669956,1.9242857142857144,0.5192524181159716
dag_15_nodes_15_edges_degrees_random,ABAPC-LLM,1.7828130737878383,0.36192568668549174,,,,,,,,,0.7081751999999999,0.05825783402658725,0.6186676,0.06691801159445117,0.6596708,0.05973887931144805,2.9320000000000004,1.324562307376459,8.644,5.21462464651883,24.816,5.575579406150156,csv,cpdag,15,15,15,random,LT,0.1954666666666667,0.08830415382509726,24.816,5.575579406150156,1.6543999999999999,0.3717052937433437,0.5762666666666667,0.34764164310125534,1.6543999999999999,0.3717052937433437
dag_15_nodes_15_edges_degrees_random,ABAPC,1.8010408835019915,0.36687890669729034,,,,,,,,,0.7019496,0.058640645128283035,0.6143984,0.06888744903189875,0.6546744,0.06200026833911648,2.948,1.3919946047279912,8.732,5.323587864880418,25.188,5.646224673286079,csv,cpdag,15,15,15,random,LT,0.19653333333333334,0.09279964031519941,25.188,5.646224673286079,1.6792,0.3764149782190719,0.5821333333333333,0.35490585765869453,1.6792,0.3764149782190719
dag_15_nodes_15_edges_none_ER,ABAPC-LLM,1.2454103776626289,0.2203338792484105,,,,,,,,,0.80545,0.06382535562304499,0.6853339999999999,0.06321738849528083,0.7398079999999999,0.06040024611383834,4.428,1.4512542077493535,13.937999999999999,8.563827343863853,38.59,5.110703054794488,csv,cpdag,15,15,15,ER,ER,0.2952,0.09675028051662357,38.59,5.110703054794488,2.572666666666667,0.3407135369862992,0.9291999999999999,0.5709218229242569,2.572666666666667,0.3407135369862992
dag_15_nodes_15_edges_none_ER,ABAPC,1.257989381942898,0.21795143165439737,,,,,,,,,0.80545,0.06382535562304499,0.6853339999999999,0.06321738849528083,0.7398079999999999,0.06040024611383834,4.42,1.4581229197086203,13.91,8.58789489779132,38.59,5.110703054794488,csv,cpdag,15,15,15,ER,ER,0.2946666666666667,0.09720819464724136,38.59,5.110703054794488,2.572666666666667,0.3407135369862992,0.9273333333333333,0.5725263265194214,2.572666666666667,0.3407135369862992
dag_15_nodes_15_edges_none_SF,ABAPC-LLM,6.12259200851433,5.572640583724304,,,,,,,,,0.8138704,0.09855713422152242,0.525714,0.09436858697767636,0.636864,0.09513780501386998,6.042000000000001,1.5194104656955953,12.04,7.564579112076041,21.03,11.53362873673046,csv,cpdag,15,15,14,SF,SF,0.4315714285714286,0.10852931897825681,21.03,11.53362873673046,1.5021428571428572,0.8238306240521757,0.86,0.5403270794340029,1.5021428571428572,0.8238306240521757
dag_15_nodes_15_edges_none_SF,ABAPC,6.184842209313064,5.925765437976994,,,,,,,,,0.8153750000000001,0.08972528390843341,0.5218564000000001,0.08587126878707478,0.63458,0.08598333962970704,6.195999999999999,1.338436492665214,12.708,7.412891143274723,22.016,10.94114794559268,csv,cpdag,15,15,14,SF,SF,0.4425714285714285,0.09560260661894385,22.016,10.94114794559268,1.5725714285714285,0.7815105675423343,0.9077142857142857,0.5294922245196231,1.5725714285714285,0.7815105675423343
dag_15_nodes_15_edges_none_random,ABAPC-LLM,2.115775906192139,0.23694635950640405,,,,,,,,,0.7487659999999999,0.040216813470416626,0.656022,0.043356125146916696,0.6991560000000001,0.04051446282451717,5.72,0.926701413727249,34.32,10.122595456478056,66.3,10.343587188126145,csv,cpdag,15,15,15,random,LT,0.3813333333333333,0.06178009424848327,66.3,10.343587188126145,4.42,0.6895724792084097,2.288,0.6748396970985371,4.42,0.6895724792084097
dag_15_nodes_15_edges_none_random,ABAPC,2.0341566335596144,0.2533264287596141,,,,,,,,,0.8444280000000001,0.039702953367759045,0.739978,0.04903634341496321,0.788536,0.043805450038336816,4.1,0.9091372900969895,7.12,9.55892573590201,38.36,10.53422023304845,csv,cpdag,15,15,15,random,LT,0.2733333333333333,0.06060915267313263,38.36,10.53422023304845,2.5573333333333332,0.7022813488698966,0.4746666666666667,0.6372617157268007,2.5573333333333332,0.7022813488698966
dag_15_nodes_15_edges_semantics_ER,ABAPC-LLM,1.188693924015388,0.25551646661749045,,,,,,,,,0.8207773999999999,0.08040619792360917,0.6071466333333333,0.10144027551546866,0.6961207333333335,0.09274094621277004,5.320333333333333,1.9451471389821,11.532333333333334,6.331174363485946,28.177666666666664,8.395344521649378,csv,cpdag,15,15,15,ER,ER,0.3546888888888889,0.12967647593214,28.177666666666664,8.395344521649378,1.8785111111111108,0.5596896347766251,0.7688222222222223,0.42207829089906307,1.8785111111111108,0.5596896347766251
dag_15_nodes_15_edges_semantics_ER,ABAPC,1.2035409047920256,0.2600089920912843,,,,,,,,,0.8095648,0.08656537900220804,0.6010608,0.10088680194906667,0.6882484,0.0944203510655777,5.456,1.9675074877330745,12.384,6.561338837991738,28.784000000000002,8.226273488658402,csv,cpdag,15,15,15,ER,ER,0.36373333333333335,0.13116716584887164,28.784000000000002,8.226273488658402,1.9189333333333336,0.5484182325772268,0.8256,0.4374225891994492,1.9189333333333336,0.5484182325772268
dag_15_nodes_15_edges_semantics_SF,ABAPC-LLM,1.1917646052036435,0.26901760103014105,,,,,,,,,0.835604,0.06427312562456428,0.529994,0.050170401104025236,0.646892,0.04608200693617092,7.36,0.8514093957572194,9.04,2.2853571149509966,23.14,3.142922077251275,csv,cpdag,15,15,14,SF,SF,0.5257142857142857,0.060814956839801385,23.14,3.142922077251275,1.6528571428571428,0.2244944340893768,0.6457142857142857,0.16323979392507118,1.6528571428571428,0.2244944340893768
dag_15_nodes_15_edges_semantics_SF,ABAPC,1.2213083312287927,0.28136570463902,,,,,,,,,0.8278146,0.08539571277318796,0.524992,0.06382530634953698,0.6407734,0.06566240429030659,7.43,1.030207032888169,9.238,2.5768902315205673,23.668000000000003,4.101888067010814,csv,cpdag,15,15,14,SF,SF,0.5307142857142857,0.07358621663486921,23.668000000000003,4.101888067010814,1.6905714285714288,0.29299200478648674,0.6598571428571428,0.1840635879657548,1.6905714285714288,0.29299200478648674
dag_15_nodes_15_edges_semantics_random,ABAPC-LLM,1.9591898121591658,0.4976681082597661,,,,,,,,,0.9369243999999999,0.052878937327616185,0.7572026,0.09081742228813384,0.8345402,0.06795460839413321,5.024,2.21447556789781,24.858,9.132764295297967,44.391999999999996,18.389214230086072,csv,cpdag,15,15,15,random,LT,0.33493333333333336,0.14763170452652066,44.391999999999996,18.389214230086072,2.9594666666666662,1.2259476153390714,1.6572,0.6088509530198645,2.9594666666666662,1.2259476153390714
dag_15_nodes_15_edges_semantics_random,ABAPC,1.9905881893076003,0.5009762605821113,,,,,,,,,0.9303139999999998,0.049417291280998206,0.753334,0.0898520867530496,0.829549,0.06705734713737221,5.34,2.462867086489704,26.61,9.624739593614882,46.54,19.94785037776947,csv,cpdag,15,15,15,random,LT,0.356,0.1641911390993136,46.54,19.94785037776947,3.1026666666666665,1.329856691851298,1.774,0.6416493062409921,3.1026666666666665,1.329856691851298
dag_15_nodes_22_edges_degrees_ER,ABAPC-LLM,3.6418190187308936,2.9175263917289582,,,,,,,,,0.7595959999999999,0.07166523353732396,0.449058,0.033917072276904076,0.5640693333333334,0.044408249238779,11.633333333333333,1.223818788180609,69.06666666666666,7.507214972544141,84.74,8.373451730173825,csv,cpdag,15,22,22,ER,ER,0.5287878787878788,0.05562812673548223,84.74,8.373451730173825,3.8518181818181816,0.3806114422806284,3.139393939393939,0.3412370442065518,3.8518181818181816,0.3806114422806284
dag_15_nodes_22_edges_degrees_ER,ABAPC,3.6902475015167147,2.8978378174696044,,,,,,,,,0.7713820000000001,0.054030383326874314,0.456332,0.03176034904450156,0.5730413333333334,0.03666830148489085,11.313333333333333,0.8634949813209339,68.58,8.35949905734763,85.34,7.7370299633038275,csv,cpdag,15,22,22,ER,ER,0.5142424242424242,0.03924977187822427,85.34,7.7370299633038275,3.8790909090909094,0.35168318015017397,3.117272727272727,0.3799772298794377,3.8790909090909094,0.35168318015017397
dag_15_nodes_22_edges_degrees_SF,ABAPC-LLM,1.476944517204538,0.39342282437811016,,,,,,,,,0.6814158000000002,0.12792163025103157,0.407147,0.11544566458039109,0.5065560000000001,0.12392474938527849,7.744000000000001,1.98125501351326,18.152,6.8355385855909,29.19,11.954373292495369,csv,cpdag,15,22,14,SF,SF,0.5531428571428572,0.14151821525094715,29.19,11.954373292495369,2.085,0.8538838066068121,1.2965714285714287,0.4882527561136357,2.085,0.8538838066068121
dag_15_nodes_22_edges_degrees_SF,ABAPC,1.4864528940524906,0.3934980417310309,,,,,,,,,0.6783606666666668,0.13949419960307488,0.4062912,0.11956057347279185,0.5054233333333333,0.13086806625406888,7.754666666666667,2.0508917368061566,18.35066666666667,7.297212340100014,29.390666666666664,12.892058481176935,csv,cpdag,15,22,14,SF,SF,0.5539047619047619,0.14649226691472547,29.390666666666664,12.892058481176935,2.099333333333333,0.9208613200840668,1.310761904761905,0.5212294528642867,2.099333333333333,0.9208613200840668
dag_15_nodes_22_edges_degrees_random,ABAPC-LLM,7.0282677904237065,1.9354240654076702,,,,,,,,,0.8349843333333333,0.08459223597865516,0.510458,0.06800238618262311,0.6309693333333333,0.06757544875117666,13.356666666666666,1.729105912382416,64.59666666666666,10.417698724383335,92.02333333333333,14.453420767489135,csv,cpdag,15,22,22,random,LT,0.6071212121212121,0.07859572329010982,92.02333333333333,14.453420767489135,4.182878787878788,0.6569736712495061,2.936212121212121,0.47353176019924254,4.182878787878788,0.6569736712495061
dag_15_nodes_22_edges_degrees_random,ABAPC,7.252303447714075,2.1652258164294107,,,,,,,,,0.734766,0.12765747315790496,0.466356,0.07220393499367904,0.567728,0.0819488641950402,14.56,2.042007815452073,79.12,14.389111529633958,106.76,15.740964366380906,csv,cpdag,15,22,22,random,LT,0.6618181818181819,0.0928185370660033,106.76,15.740964366380906,4.852727272727273,0.7154983802900412,3.5963636363636367,0.6540505240742708,4.852727272727273,0.7154983802900412
dag_15_nodes_22_edges_none_ER,ABAPC-LLM,7.887752071134746,3.239596637088137,,,,,,,,,0.7272500000000001,0.06685130697972898,0.48453399999999996,0.055579050560660787,0.58092,0.0577946788031492,11.1,1.3887301496588274,56.54,10.148308394274688,70.34,9.173186302412892,csv,cpdag,15,22,22,ER,ER,0.5045454545454545,0.06312409771176487,70.34,9.173186302412892,3.1972727272727273,0.41696301374604056,2.57,0.46128674519430396,3.1972727272727273,0.41696301374604056
dag_15_nodes_22_edges_none_ER,ABAPC,8.664133247025312,3.385154176983052,,,,,,,,,0.6616392000000001,0.11240997275534383,0.44435040000000003,0.07698022796664036,0.5309512,0.08883832259670325,12.124,2.189358306883176,60.924,14.10785799272367,78.244,15.25876342383254,csv,cpdag,15,22,22,ER,ER,0.5510909090909091,0.09951628667650801,78.244,15.25876342383254,3.5565454545454545,0.6935801556287519,2.7692727272727273,0.6412662723965304,3.5565454545454545,0.6935801556287519
dag_15_nodes_22_edges_none_SF,ABAPC-LLM,1.3099507970456035,0.2500337751765403,,,,,,,,,0.9734860000000001,0.04737931181175072,0.73572,0.03305177756188005,0.83741,0.03167461643857135,4.36,0.662709343128183,8.98,1.900483289769704,24.18,2.353373609722599,csv,cpdag,15,22,14,SF,SF,0.31142857142857144,0.04733638165201307,24.18,2.353373609722599,1.727142857142857,0.16809811498018565,0.6414285714285715,0.1357488064121217,1.727142857142857,0.16809811498018565
dag_15_nodes_22_edges_none_SF,ABAPC,1.315678418027237,0.25424715162918615,,,,,,,,,0.9734860000000001,0.04737931181175072,0.73572,0.03305177756188005,0.83741,0.03167461643857135,4.36,0.662709343128183,8.98,1.900483289769704,24.18,2.353373609722599,csv,cpdag,15,22,14,SF,SF,0.31142857142857144,0.04733638165201307,24.18,2.353373609722599,1.727142857142857,0.16809811498018565,0.6414285714285715,0.1357488064121217,1.727142857142857,0.16809811498018565
dag_15_nodes_22_edges_none_random,ABAPC-LLM,13.378236796986311,3.4268003210443787,,,,,,,,,0.6876034999999999,0.07781891001136643,0.5122785000000001,0.09013175192093367,0.58579,0.08498178016012416,11.21,2.267989309984525,55.87,8.27882102421718,82.745,17.07983131518289,csv,cpdag,15,22,22,random,LT,0.5095454545454546,0.10309042318111478,82.745,17.07983131518289,3.7611363636363637,0.7763559688719496,2.5395454545454546,0.37631004655532635,3.7611363636363637,0.7763559688719496
dag_15_nodes_22_edges_none_random,ABAPC,12.847603097846731,3.9123407717025045,,,,,,,,,0.7211207333333334,0.10970846745338539,0.5468162,0.10675495543418628,0.6210238666666666,0.10821166111199282,8.467333333333334,2.718847378165909,44.27533333333333,13.24458869520739,77.658,18.583173099580694,csv,cpdag,15,22,22,random,LT,0.38487878787878793,0.12358397173481404,77.658,18.583173099580694,3.529909090909091,0.844689686344577,2.012515151515151,0.6020267588730632,3.529909090909091,0.844689686344577
dag_15_nodes_22_edges_semantics_ER,ABAPC-LLM,10.729855564357713,5.688564835592259,,,,,,,,,0.65535,0.07856577966706547,0.485462,0.08186694005194886,0.5569933333333332,0.08268888526296474,12.906666666666665,1.9237623756598774,60.38,16.87032172491209,119.15333333333332,14.71793913651989,csv,cpdag,15,22,22,ER,ER,0.5866666666666666,0.08744374434817624,119.15333333333332,14.71793913651989,5.416060606060605,0.6689972334781769,2.7445454545454546,0.7668328056778222,5.416060606060605,0.6689972334781769
dag_15_nodes_22_edges_semantics_ER,ABAPC,11.433859549881891,6.454136943807281,,,,,,,,,0.6402979999999999,0.11086877606487072,0.471826,0.11168912177311173,0.5421799999999999,0.1152823348770048,13.18,2.210272861537457,62.58,19.112011395764622,118.08,12.218821213060394,csv,cpdag,15,22,22,ER,ER,0.5990909090909091,0.1004669482517026,118.08,12.218821213060394,5.367272727272727,0.555400964230018,2.8445454545454543,0.8687277907165737,5.367272727272727,0.555400964230018
dag_15_nodes_22_edges_semantics_SF,ABAPC-LLM,3.3048541561421008,1.2718083833492655,,,,,,,,,0.3811444,0.05085761866390587,0.25,0.0483828482005762,0.30112,0.04912784654472907,6.808,1.4801875225932746,13.608000000000002,3.2055971458098864,44.964,9.72786362015036,csv,cpdag,15,22,14,SF,SF,0.48628571428571427,0.1057276801852339,44.964,9.72786362015036,3.2117142857142857,0.6948474014393115,0.9720000000000002,0.22897122470070616,3.2117142857142857,0.6948474014393115
dag_15_nodes_22_edges_semantics_SF,ABAPC,3.2867334310524168,1.3059930023027673,,,,,,,,,0.38736040000000005,0.0483635837854416,0.25,0.0483828482005762,0.30294839999999995,0.04839288429561705,6.94,1.47038798156355,13.61,2.709638879471369,44.211999999999996,8.92649438698173,csv,cpdag,15,22,14,SF,SF,0.4957142857142857,0.105027712968825,44.211999999999996,8.92649438698173,3.158,0.6376067419272664,0.9721428571428571,0.19354563424795493,3.158,0.6376067419272664
dag_15_nodes_22_edges_semantics_random,ABAPC-LLM,10.666087518520653,5.834521460706964,,,,,,,,,0.6776972000000001,0.07713355581597628,0.4481759999999999,0.08455937549245186,0.5381604,0.08470324452162264,10.252,2.134195829050065,47.46,9.482981534069872,83.34,10.95605321458491,csv,cpdag,15,22,22,random,LT,0.466,0.0970089013204575,83.34,10.95605321458491,3.7881818181818185,0.49800241884476865,2.1572727272727272,0.43104461518499415,3.7881818181818185,0.49800241884476865
dag_15_nodes_22_edges_semantics_random,ABAPC,11.020261263037101,6.319814817668802,,,,,,,,,0.6513782666666666,0.0885751315847526,0.4062922666666667,0.07879611456470638,0.49881186666666666,0.08271789122048337,11.618666666666668,1.8989454049007441,50.477333333333334,9.276213552332692,80.48266666666666,11.29131514627177,csv,cpdag,15,22,22,random,LT,0.5281212121212122,0.0863157002227611,80.48266666666666,11.29131514627177,3.65830303030303,0.5132415975578077,2.2944242424242423,0.4216460705605769,3.65830303030303,0.5132415975578077
dag_5_nodes_5_edges_degrees_ER,ABAPC-LLM,0.04814474473707373,0.007392188320435343,,,,,,,,,0.7336679999999999,0.11676254193875706,0.66,0.14142135623730953,0.6920139999999999,0.1253646013409996,1.305,0.7614600636746675,4.83,3.457629835831571,12.195,1.7092858635305288,csv,cpdag,5,5,5,ER,ER,0.261,0.15229201273493348,12.195,1.7092858635305288,2.439,0.34185717270610577,0.966,0.6915259671663142,2.439,0.34185717270610577
dag_5_nodes_5_edges_degrees_ER,ABAPC,0.0496086974162608,0.0072708649909765865,,,,,,,,,0.7236679999999999,0.13527817664926972,0.6519999999999999,0.15549788370500323,0.683124,0.14187021024549884,1.365,0.8499849938651378,5.05,3.6815175442433286,12.335,2.032648066750687,csv,cpdag,5,5,5,ER,ER,0.273,0.16999699877302757,12.335,2.032648066750687,2.467,0.40652961335013743,1.01,0.7363035088486657,2.467,0.40652961335013743
dag_5_nodes_5_edges_degrees_SF,ABAPC-LLM,0.03301727554760869,0.005191743640061489,,,,,,,,,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,20.0,0.0,csv,cpdag,5,5,4,SF,SF,0.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
dag_5_nodes_5_edges_degrees_SF,ABAPC,0.03213686894625421,0.005187365819868713,,,,,,,,,0.75,0.0,0.75,0.0,0.75,0.0,0.28,0.7010196655077312,0.7,1.7525491637693282,19.3,1.7525491637693282,csv,cpdag,5,5,4,SF,SF,0.07,0.1752549163769328,19.3,1.7525491637693282,4.825,0.43813729094233206,0.175,0.43813729094233206,4.825,0.43813729094233206
dag_5_nodes_5_edges_degrees_random,ABAPC-LLM,0.022965716421604113,0.006980430293185163,,,,,,,,,0.6666999999999998,1.1214946133455537e-16,0.3999999999999999,1.1214946133455537e-16,0.5,0.0,2.0,0.0,4.0,0.0,8.0,0.0,csv,cpdag,5,5,5,random,LT,0.4,0.0,8.0,0.0,1.6,0.0,0.8,0.0,1.6,0.0
dag_5_nodes_5_edges_degrees_random,ABAPC,0.023365593701600983,0.00642317181815484,,,,,,,,,0.6666999999999998,1.1214946133455537e-16,0.3999999999999999,1.1214946133455537e-16,0.5,0.0,2.0,0.0,4.0,0.0,8.0,0.0,csv,cpdag,5,5,5,random,LT,0.4,0.0,8.0,0.0,1.6,0.0,0.8,0.0,1.6,0.0
dag_5_nodes_5_edges_none_ER,ABAPC-LLM,0.0531399189215153,0.016968152759292313,,,,,,,,,0.6409999999999999,0.15573721980519964,0.59,0.20429070922964418,0.6126440000000001,0.18263732899617524,1.07,1.0595050827665542,1.56,1.5140161485133452,8.15,3.0643606384446627,csv,cpdag,5,5,5,ER,ER,0.21400000000000002,0.21190101655331084,8.15,3.0643606384446627,1.6300000000000001,0.6128721276889325,0.312,0.30280322970266904,1.6300000000000001,0.6128721276889325
dag_5_nodes_5_edges_none_ER,ABAPC,0.05301014184951778,0.013492628851461852,,,,,,,,,0.638,0.16274432182326454,0.588,0.20764962640693282,0.6102000000000001,0.18735985238496075,1.12,1.2229105462304397,3.0,3.1493439550069433,8.28,3.3748166994819204,csv,cpdag,5,5,5,ER,ER,0.22400000000000003,0.24458210924608795,8.28,3.3748166994819204,1.656,0.6749633398963841,0.6,0.6298687910013887,1.656,0.6749633398963841
dag_5_nodes_5_edges_none_SF,ABAPC-LLM,0.08250644426792857,0.03687639919234914,,,,,,,,,0.6589166666666667,0.09961465300331333,0.48333333333333334,0.055200110092236326,0.5560066666666668,0.06535745624003278,3.0866666666666664,0.2569664297758483,6.986666666666666,1.1832351209602945,14.786666666666667,0.8825853591011882,csv,cpdag,5,5,4,SF,SF,0.7716666666666666,0.06424160744396208,14.786666666666667,0.8825853591011882,3.6966666666666668,0.22064633977529705,1.7466666666666666,0.2958087802400736,3.6966666666666668,0.22064633977529705
dag_5_nodes_5_edges_none_SF,ABAPC,0.05105105502530928,0.03743714504648988,,,,,,,,,1.0,0.0,0.75,0.07142857142857142,0.8552000000000001,0.04805707491077243,1.04,0.44994330708638913,1.96,0.44994330708638913,5.16,1.2674898864467903,csv,cpdag,5,5,4,SF,SF,0.26,0.11248582677159728,5.16,1.2674898864467903,1.29,0.31687247161169757,0.49,0.11248582677159728,1.29,0.31687247161169757
dag_5_nodes_5_edges_none_random,ABAPC-LLM,0.04203056717291471,0.00447878700228367,,,,,,,,,0.6939999999999997,0.10382481320346644,0.696,0.10093440990088973,0.6949099999999998,0.10227761789584751,1.06,1.0382481320346642,3.12,3.0280322970266904,13.4,2.523360247522242,csv,cpdag,5,5,5,random,LT,0.21200000000000002,0.20764962640693282,13.4,2.523360247522242,2.68,0.5046720495044484,0.624,0.6056064594053381,2.68,0.5046720495044484
dag_5_nodes_5_edges_none_random,ABAPC,0.043641152586787905,0.00478918073680853,,,,,,,,,0.7019999999999998,0.10398194505758772,0.7039999999999997,0.10093440990088971,0.7029099999999998,0.10236457903404055,1.22,1.0159945363825456,3.6,2.9692299558323607,13.0,2.4743582965269675,csv,cpdag,5,5,5,random,LT,0.244,0.2031989072765091,13.0,2.4743582965269675,2.6,0.4948716593053935,0.72,0.5938459911664722,2.6,0.4948716593053935
dag_5_nodes_5_edges_semantics_ER,ABAPC-LLM,0.03151192911900576,0.006359652356624534,,,,,,,,,0.7989999999999999,0.007071067811865481,0.7959999999999999,0.02828427124746191,0.7973339999999999,0.01885146678643337,0.06,0.42426406871192845,0.04,0.282842712474619,7.16,1.131370849898476,csv,cpdag,5,5,5,ER,ER,0.012,0.0848528137423857,7.16,1.131370849898476,1.432,0.2262741699796952,0.008,0.0565685424949238,1.432,0.2262741699796952
dag_5_nodes_5_edges_semantics_ER,ABAPC,0.03151192911900576,0.006359652356624534,,,,,,,,,0.7989999999999999,0.007071067811865481,0.7959999999999999,0.02828427124746191,0.7973339999999999,0.01885146678643337,0.06,0.42426406871192845,0.04,0.282842712474619,7.16,1.131370849898476,csv,cpdag,5,5,5,ER,ER,0.012,0.0848528137423857,7.16,1.131370849898476,1.432,0.2262741699796952,0.008,0.0565685424949238,1.432,0.2262741699796952
dag_5_nodes_5_edges_semantics_SF,ABAPC-LLM,0.02204732639715071,0.003300765178513805,,,,,,,,,0.498,0.014142135623730947,0.5,0.0,0.49888800000000005,0.007863027406794405,0.02,0.1414213562373095,0.0,0.0,8.0,0.0,csv,cpdag,5,5,4,SF,SF,0.005,0.035355339059327376,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
dag_5_nodes_5_edges_semantics_SF,ABAPC,0.023395455107092816,0.0039928860796907325,,,,,,,,,0.498,0.014142135623730947,0.5,0.0,0.49888800000000005,0.007863027406794405,0.02,0.1414213562373095,0.0,0.0,8.0,0.0,csv,cpdag,5,5,4,SF,SF,0.005,0.035355339059327376,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
dag_5_nodes_5_edges_semantics_random,ABAPC-LLM,0.04185544518753881,0.005939908256620057,,,,,,,,,0.9614999999999999,0.0730547041327139,0.958,0.0810391691639019,0.9595560000000001,0.07661019583660157,0.21,0.40519584581950957,0.97,1.8361728165521072,8.26,1.440096368657462,csv,cpdag,5,5,5,random,LT,0.041999999999999996,0.08103916916390191,8.26,1.440096368657462,1.652,0.2880192737314924,0.194,0.3672345633104214,1.652,0.2880192737314924
